Order ID,Customer ID,Product ID,Product Category,Product Subcategory,Order Date,Quantity,Cost Price,Sale Price,Profit
3092,C150,P528,Dresses,Evening,2024-12-28,3,36.39,88.19,155.42
3093,C086,P358,Dresses,Casual,2024-04-02,2,12.03,57.9,91.73
3094,C058,P375,Beachwear,Swimsuits,2024-08-25,3,26.23,32.88,19.92
3095,C057,P571,Bottoms,Jeans,2024-05-11,2,29.75,63.87,68.24
3096,C482,P009,Tops,Sweatshirts,2024-12-07,3,10.59,36.23,76.93
3097,C394,P197,Dresses,Casual,2024-09-19,3,39.37,87.89,145.58
3098,C025,P117,Lingerie,Bras,2024-10-13,5,16.03,57.93,209.53
3099,C190,P010,Outerwear,Jackets,2024-12-08,4,36.85,139.48,410.54
3100,C447,P862,Outerwear,Coats,2024-06-29,1,26.43,133.91,107.48
3101,C076,P519,Tops,T-shirts,2024-12-23,1,7.35,39.01,31.66
3102,C371,P349,Tops,Sweatshirts,2024-08-30,1,13.51,31.3,17.79
3103,C387,P706,Beachwear,Beach Accessories,2024-03-13,4,23.26,26.12,11.44
3104,C339,P404,Outerwear,Jackets,2024-11-10,2,34.68,80.76,92.17
3105,C225,P635,Bottoms,Jeans,2024-12-07,1,23.35,65.01,41.67
3106,C431,P575,Outerwear,Jackets,2024-05-24,1,35.79,55.95,20.16
3107,C183,P004,Outerwear,Blazers,2024-12-19,1,54.73,125.66,70.93
3108,C154,P796,Tops,Blouses,2024-12-22,2,19.35,33.07,27.44
3109,C269,P328,Tops,Blouses,2024-05-05,4,14.31,45.37,124.25
3110,C391,P762,Dresses,Casual,2024-12-29,4,35.58,76.19,162.41
3111,C418,P512,Dresses,Evening,2024-03-04,2,35.9,85.89,99.97
3112,C278,P931,Outerwear,Blazers,2024-04-01,5,48.55,67.15,93.0
3113,C340,P130,Tops,T-shirts,2024-03-24,3,8.69,21.05,37.09
3114,C363,P937,Outerwear,Coats,2024-12-22,2,26.2,71.11,89.82
3115,C023,P924,Beachwear,Swimsuits,2024-10-23,3,30.23,43.33,39.31
3116,C432,P587,Dresses,Casual,2024-03-10,4,19.42,93.31,295.55
3117,C014,P484,Bottoms,Trousers,2024-07-19,3,15.42,67.59,156.5
3118,C094,P841,Outerwear,Blazers,2024-10-05,1,26.65,86.46,59.82
3119,C343,P358,Lingerie,Panties,2024-02-09,3,18.55,65.92,142.12
3120,C367,P385,Outerwear,Blazers,2024-12-21,3,47.08,127.89,242.44
3121,C052,P254,Bottoms,Jeans,2024-12-12,4,24.88,61.08,144.83
3122,C339,P923,Bottoms,Trousers,2024-08-17,5,15.74,49.01,166.34
3123,C423,P835,Bottoms,Skirts,2024-12-29,3,12.09,60.84,146.27
3124,C041,P167,Beachwear,Cover-Ups,2024-07-07,4,16.82,57.63,163.21
3125,C164,P713,Tops,Blouses,2024-12-29,1,13.05,42.37,29.32
3126,C006,P680,Lingerie,Sleepwear,2024-10-29,3,20.25,31.28,33.09
3127,C407,P796,Tops,Sweatshirts,2024-10-13,3,9.79,46.0,108.62
3128,C138,P469,Beachwear,Beach Accessories,2024-03-16,1,14.03,57.55,43.52
3129,C099,P860,Outerwear,Blazers,2024-12-21,2,53.66,130.68,154.03
3130,C341,P493,Bottoms,Trousers,2024-07-13,5,28.87,44.1,76.14
3131,C224,P920,Bottoms,Skirts,2024-03-16,1,16.16,46.56,30.4
3132,C316,P338,Tops,Blouses,2024-01-07,1,13.84,47.81,33.96
3133,C030,P051,Tops,Sweatshirts,2024-09-10,1,12.16,36.77,24.61
3134,C225,P056,Dresses,Casual,2024-08-26,2,15.98,52.24,72.53
3135,C326,P073,Dresses,Evening,2024-11-22,1,38.34,35.75,-2.59
3136,C261,P794,Tops,T-shirts,2024-12-22,2,6.14,30.2,48.13
3137,C247,P600,Lingerie,Bras,2024-02-06,5,11.75,62.45,253.51
3138,C079,P052,Outerwear,Coats,2024-11-26,2,33.82,75.14,82.64
3139,C185,P125,Dresses,Casual,2024-03-26,5,35.98,90.22,271.2
3140,C299,P262,Lingerie,Bras,2024-12-19,5,23.77,28.08,21.55
3141,C180,P955,Outerwear,Coats,2024-12-15,5,43.2,62.99,98.99
3142,C473,P885,Beachwear,Cover-Ups,2024-09-01,4,25.29,58.31,132.09
3143,C077,P780,Outerwear,Blazers,2024-11-17,5,33.64,130.46,484.14
3144,C262,P575,Dresses,Evening,2024-05-23,2,38.34,84.6,92.54
3145,C229,P548,Bottoms,Jeans,2024-08-02,4,10.59,54.9,177.24
3146,C002,P521,Outerwear,Coats,2024-12-15,1,24.04,113.87,89.83
3147,C017,P330,Dresses,Maxi,2024-07-27,1,37.92,48.07,10.16
3148,C344,P323,Dresses,Evening,2024-06-11,3,38.46,68.59,90.37
3149,C012,P241,Dresses,Casual,2024-08-11,5,25.74,44.54,94.02
3150,C428,P285,Tops,Blouses,2024-12-15,3,14.07,47.49,100.27
3151,C182,P839,Tops,T-shirts,2024-06-01,5,18.64,38.73,100.48
3152,C334,P602,Tops,Blouses,2024-03-20,5,17.95,34.76,84.07
3153,C007,P264,Dresses,Maxi,2024-11-17,2,36.13,47.3,22.33
3154,C246,P299,Outerwear,Blazers,2024-12-15,2,34.87,90.9,112.05
3155,C474,P205,Outerwear,Coats,2024-02-17,1,53.22,128.02,74.8
3156,C416,P291,Tops,T-shirts,2024-04-20,4,6.97,23.38,65.64
3157,C157,P211,Dresses,Maxi,2024-03-05,1,25.64,39.02,13.38
3158,C174,P366,Dresses,Casual,2024-06-08,5,18.65,51.51,164.34
3159,C487,P790,Tops,Blouses,2024-07-22,4,6.5,42.81,145.22
3160,C329,P464,Dresses,Maxi,2024-11-28,3,29.28,91.82,187.61
3161,C334,P719,Tops,Sweatshirts,2024-10-21,5,7.07,29.5,112.18
3162,C181,P322,Outerwear,Jackets,2024-10-07,2,24.81,128.13,206.64
3163,C465,P358,Bottoms,Trousers,2024-06-09,1,11.8,43.27,31.47
3164,C497,P917,Dresses,Casual,2024-12-17,1,39.3,65.62,26.31
3165,C281,P094,Tops,T-shirts,2024-08-02,3,6.55,15.71,27.47
3166,C309,P711,Outerwear,Coats,2024-12-29,1,30.79,121.2,90.41
3167,C478,P863,Lingerie,Bras,2024-10-13,1,21.04,55.94,34.9
3168,C237,P169,Lingerie,Sleepwear,2024-02-27,4,24.47,25.01,2.17
3169,C157,P297,Bottoms,Jeans,2024-11-02,5,23.38,44.73,106.77
3170,C251,P945,Tops,Sweatshirts,2024-05-26,4,19.67,31.92,49.01
3171,C221,P739,Tops,T-shirts,2024-11-07,4,10.73,42.09,125.46
3172,C338,P516,Lingerie,Panties,2024-02-03,1,17.44,61.18,43.74
3173,C223,P098,Dresses,Evening,2024-03-21,5,35.0,80.34,226.72
3174,C211,P705,Beachwear,Swimsuits,2024-12-19,1,25.0,36.87,11.87
3175,C337,P778,Bottoms,Jeans,2024-04-13,1,14.71,44.6,29.89
3176,C134,P350,Outerwear,Jackets,2024-12-16,4,39.95,74.73,139.13
3177,C332,P736,Dresses,Evening,2024-05-06,2,39.33,74.6,70.55
3178,C422,P579,Outerwear,Jackets,2024-10-19,2,54.52,114.73,120.43
3179,C259,P650,Bottoms,Jeans,2024-11-10,4,14.22,25.89,46.68
3180,C495,P841,Dresses,Maxi,2024-08-19,4,17.03,81.22,256.74
3181,C035,P401,Tops,Blouses,2024-05-18,1,17.6,23.03,5.44
3182,C183,P751,Lingerie,Panties,2024-04-06,5,11.98,60.07,240.45
3183,C303,P451,Outerwear,Jackets,2024-01-16,1,38.11,133.28,95.17
3184,C161,P475,Tops,T-shirts,2024-05-18,1,8.53,42.89,34.36
3185,C093,P821,Dresses,Maxi,2024-10-22,3,12.41,58.57,138.47
3186,C387,P419,Outerwear,Jackets,2024-12-27,1,55.02,84.83,29.81
3187,C197,P004,Outerwear,Coats,2024-12-21,5,51.16,93.51,211.76
3188,C315,P324,Outerwear,Blazers,2024-11-30,1,38.82,102.72,63.9
3189,C206,P369,Outerwear,Coats,2024-12-05,4,26.38,74.99,194.44
3190,C484,P864,Bottoms,Jeans,2024-10-27,5,27.74,76.24,242.49
3191,C476,P614,Bottoms,Trousers,2024-04-28,4,17.91,52.72,139.27
3192,C489,P395,Dresses,Evening,2024-12-22,3,30.53,35.12,13.77
3193,C352,P556,Lingerie,Panties,2024-10-31,3,14.33,69.86,166.58
3194,C018,P119,Bottoms,Skirts,2024-09-10,5,19.51,51.63,160.58
3195,C234,P700,Bottoms,Jeans,2024-02-20,2,21.78,77.08,110.61
3196,C488,P743,Tops,T-shirts,2024-07-21,2,16.67,28.66,23.98
3197,C382,P966,Beachwear,Swimsuits,2024-07-27,5,28.31,37.36,45.28
3198,C333,P190,Dresses,Casual,2024-12-20,5,24.42,81.58,285.81
3199,C066,P995,Tops,Blouses,2024-09-05,4,9.26,30.14,83.5
3200,C244,P622,Outerwear,Blazers,2024-06-22,3,26.15,138.15,336.0
3201,C409,P416,Tops,T-shirts,2024-12-29,5,10.77,31.26,102.43
3202,C276,P814,Lingerie,Sleepwear,2024-02-20,1,24.04,36.92,12.88
3203,C199,P791,Dresses,Evening,2024-07-11,4,19.67,97.67,311.98
3204,C459,P106,Lingerie,Bras,2024-01-20,3,8.95,61.52,157.7
3205,C453,P165,Dresses,Evening,2024-11-27,4,27.8,44.39,66.37
3206,C413,P638,Dresses,Casual,2024-12-24,3,12.94,64.22,153.84
3207,C018,P346,Lingerie,Bras,2024-05-06,1,25.7,25.67,-0.03
3208,C072,P098,Bottoms,Trousers,2024-12-19,3,24.92,30.93,18.03
3209,C155,P486,Tops,Blouses,2024-05-12,4,9.6,44.87,141.09
3210,C378,P331,Dresses,Evening,2024-12-23,3,25.13,95.23,210.28
3211,C170,P370,Outerwear,Coats,2024-11-29,4,49.57,123.88,297.26
3212,C322,P442,Outerwear,Blazers,2024-12-13,5,56.63,148.92,461.48
3213,C355,P120,Beachwear,Beach Accessories,2024-01-09,1,29.24,27.49,-1.75
3214,C282,P853,Beachwear,Cover-Ups,2024-12-28,4,11.53,43.23,126.81
3215,C151,P299,Outerwear,Coats,2024-11-24,2,23.25,63.21,79.93
3216,C261,P856,Tops,T-shirts,2024-05-18,2,14.37,42.37,56.01
3217,C080,P143,Bottoms,Jeans,2024-12-15,3,20.92,73.97,159.15
3218,C106,P707,Bottoms,Trousers,2024-05-07,5,16.44,49.59,165.73
3219,C011,P642,Dresses,Casual,2024-12-21,5,39.33,88.04,243.56
3220,C403,P967,Bottoms,Skirts,2024-02-21,2,26.42,71.62,90.4
3221,C208,P901,Dresses,Evening,2024-11-15,3,31.24,39.78,25.6
3222,C480,P949,Dresses,Casual,2024-09-01,5,17.08,56.39,196.56
3223,C396,P941,Tops,T-shirts,2024-02-14,5,9.98,21.58,58.03
3224,C130,P616,Tops,Sweatshirts,2024-04-20,3,14.47,38.45,71.94
3225,C171,P093,Lingerie,Bras,2024-01-07,4,23.91,39.37,61.82
3226,C406,P297,Bottoms,Trousers,2024-07-31,2,30.48,61.73,62.49
3227,C410,P447,Tops,T-shirts,2024-05-17,5,15.77,45.66,149.44
3228,C033,P480,Dresses,Casual,2024-09-28,4,23.72,58.89,140.68
3229,C024,P734,Bottoms,Jeans,2024-05-15,4,25.2,78.46,213.01
3230,C197,P712,Tops,T-shirts,2024-05-16,4,6.97,29.3,89.33
3231,C405,P800,Outerwear,Coats,2024-11-27,4,44.0,71.37,109.48
3232,C046,P874,Beachwear,Cover-Ups,2024-01-23,1,29.68,54.11,24.43
3233,C274,P258,Dresses,Evening,2024-12-22,1,29.83,57.93,28.1
3234,C231,P522,Dresses,Casual,2024-12-19,3,12.21,38.75,79.62
3235,C133,P683,Bottoms,Trousers,2024-10-29,2,25.28,26.28,1.99
3236,C264,P375,Beachwear,Swimsuits,2024-09-26,3,25.98,65.92,119.82
3237,C085,P427,Outerwear,Coats,2024-12-22,1,41.65,143.29,101.64
3238,C367,P101,Lingerie,Sleepwear,2024-03-24,3,24.32,42.02,53.11
3239,C313,P622,Bottoms,Trousers,2024-02-06,3,14.45,28.6,42.44
3240,C005,P759,Beachwear,Cover-Ups,2024-04-20,4,19.0,65.74,186.95
3241,C269,P835,Dresses,Casual,2024-12-08,5,34.61,90.7,280.41
3242,C339,P244,Dresses,Maxi,2024-01-17,1,28.9,52.66,23.75
3243,C221,P023,Lingerie,Sleepwear,2024-09-21,1,27.89,31.1,3.21
3244,C194,P354,Lingerie,Panties,2024-12-31,3,9.39,36.85,82.4
3245,C421,P466,Dresses,Maxi,2024-12-19,5,18.84,93.58,373.71
3246,C346,P225,Dresses,Maxi,2024-08-24,3,17.58,59.26,125.05
3247,C413,P865,Dresses,Maxi,2024-01-30,2,39.34,75.79,72.9
3248,C069,P444,Dresses,Casual,2024-12-16,1,36.34,35.2,-1.13
3249,C288,P977,Tops,T-shirts,2024-09-28,4,7.86,24.85,67.96
3250,C358,P774,Beachwear,Cover-Ups,2024-02-23,4,17.78,37.54,79.03
3251,C176,P269,Outerwear,Jackets,2024-02-12,4,22.1,56.26,136.63
3252,C386,P533,Outerwear,Blazers,2024-12-23,1,45.3,62.06,16.76
3253,C325,P991,Outerwear,Jackets,2024-10-30,1,33.25,91.66,58.41
3254,C239,P314,Bottoms,Trousers,2024-12-15,4,15.67,55.69,160.1
3255,C481,P120,Outerwear,Blazers,2024-12-21,1,40.92,81.19,40.27
3256,C179,P981,Bottoms,Jeans,2024-09-15,4,27.5,48.07,82.28
3257,C256,P481,Tops,T-shirts,2024-08-23,2,11.65,41.58,59.85
3258,C419,P924,Bottoms,Jeans,2024-07-14,2,26.66,38.6,23.86
3259,C211,P120,Bottoms,Jeans,2024-05-25,2,19.81,26.88,14.12
3260,C399,P710,Beachwear,Cover-Ups,2024-07-15,3,14.72,39.13,73.24
3261,C227,P136,Beachwear,Swimsuits,2024-11-30,3,19.82,75.68,167.58
3262,C072,P077,Bottoms,Skirts,2024-09-29,5,21.84,25.99,20.77
3263,C367,P354,Outerwear,Blazers,2024-12-22,5,38.46,62.89,122.15
3264,C065,P058,Dresses,Evening,2024-07-20,5,19.68,34.56,74.37
3265,C166,P936,Outerwear,Blazers,2024-10-02,2,27.4,87.69,120.58
3266,C214,P086,Tops,Blouses,2024-10-13,2,19.26,37.67,36.83
3267,C017,P001,Dresses,Evening,2024-09-25,2,20.33,93.72,146.79
3268,C336,P077,Tops,Sweatshirts,2024-11-14,1,15.88,42.79,26.92
3269,C173,P961,Bottoms,Skirts,2024-04-18,1,17.5,38.79,21.29
3270,C129,P522,Dresses,Maxi,2024-08-19,2,39.15,74.44,70.58
3271,C003,P444,Lingerie,Bras,2024-02-17,4,27.77,53.19,101.71
3272,C383,P581,Dresses,Maxi,2024-06-23,5,35.1,36.34,6.17
3273,C384,P148,Beachwear,Cover-Ups,2024-08-10,3,22.79,48.49,77.1
3274,C248,P574,Outerwear,Jackets,2024-10-22,5,41.68,81.12,197.21
3275,C070,P525,Tops,Blouses,2024-12-28,4,10.61,20.5,39.57
3276,C052,P186,Tops,T-shirts,2024-09-29,1,7.71,17.05,9.35
3277,C437,P677,Outerwear,Blazers,2024-11-27,2,23.16,52.71,59.1
3278,C378,P522,Bottoms,Jeans,2024-08-17,1,20.24,72.23,51.99
3279,C259,P771,Outerwear,Jackets,2024-10-13,1,59.15,83.06,23.91
3280,C239,P162,Bottoms,Jeans,2024-02-03,4,15.43,52.12,146.75
3281,C094,P290,Tops,Blouses,2024-04-26,1,11.75,25.21,13.45
3282,C047,P926,Beachwear,Swimsuits,2024-06-13,1,24.11,34.12,10.01
3283,C075,P421,Tops,Sweatshirts,2024-08-03,5,10.91,24.15,66.15
3284,C091,P196,Bottoms,Trousers,2024-01-21,5,10.08,34.35,121.35
3285,C086,P034,Tops,Sweatshirts,2024-03-04,4,11.55,41.53,119.91
3286,C006,P672,Outerwear,Jackets,2024-05-05,2,52.19,140.75,177.13
3287,C230,P597,Outerwear,Blazers,2024-12-29,5,57.76,93.45,178.46
3288,C489,P570,Tops,Blouses,2024-05-31,1,9.85,43.8,33.95
3289,C430,P873,Dresses,Maxi,2024-08-06,3,37.81,59.81,66.0
3290,C351,P408,Dresses,Casual,2024-03-30,5,36.28,61.27,124.97
3291,C317,P777,Bottoms,Trousers,2024-10-04,3,18.95,51.68,98.2
3292,C043,P297,Tops,T-shirts,2024-05-07,2,6.07,43.71,75.29
3293,C312,P920,Beachwear,Swimsuits,2024-04-04,1,28.59,76.5,47.91
3294,C198,P537,Bottoms,Trousers,2024-08-22,5,16.31,65.94,248.18
3295,C370,P036,Tops,Blouses,2024-01-04,2,16.58,46.1,59.03
3296,C404,P264,Lingerie,Panties,2024-01-06,4,19.43,52.14,130.82
3297,C303,P382,Tops,Sweatshirts,2024-04-09,2,9.1,44.37,70.54
3298,C182,P114,Outerwear,Jackets,2024-01-19,4,45.93,105.68,239.02
3299,C169,P617,Dresses,Maxi,2024-02-18,4,33.42,84.09,202.7
3300,C203,P605,Tops,T-shirts,2024-06-02,5,12.64,39.68,135.21
3301,C194,P601,Lingerie,Bras,2024-12-11,3,22.96,57.46,103.51
3302,C031,P443,Bottoms,Jeans,2024-09-15,4,18.91,37.89,75.93
3303,C102,P163,Tops,Blouses,2024-08-19,1,19.72,20.38,0.66
3304,C064,P038,Bottoms,Skirts,2024-05-12,5,15.28,60.92,228.2
3305,C346,P092,Lingerie,Sleepwear,2024-12-26,4,23.56,44.14,82.35
3306,C091,P631,Tops,Blouses,2024-06-29,5,16.49,41.76,126.34
3307,C442,P723,Outerwear,Jackets,2024-02-10,1,41.18,64.65,23.47
3308,C250,P672,Beachwear,Swimsuits,2024-10-06,5,17.71,77.12,297.08
3309,C183,P101,Tops,Sweatshirts,2024-02-22,5,12.24,39.64,137.0
3310,C302,P881,Lingerie,Bras,2024-06-06,4,20.59,21.15,2.24
3311,C366,P507,Bottoms,Trousers,2024-08-18,2,21.67,56.71,70.08
3312,C351,P179,Outerwear,Blazers,2024-12-21,5,50.46,81.26,154.0
3313,C280,P284,Tops,T-shirts,2024-08-11,4,11.05,24.61,54.26
3314,C205,P952,Tops,Blouses,2024-11-14,1,7.5,46.58,39.07
3315,C089,P355,Outerwear,Jackets,2024-12-30,1,40.22,133.59,93.37
3316,C293,P904,Dresses,Casual,2024-03-02,2,19.25,30.67,22.83
3317,C425,P297,Tops,Sweatshirts,2024-05-05,1,14.63,21.36,6.73
3318,C409,P886,Dresses,Evening,2024-06-29,4,26.57,80.37,215.19
3319,C285,P535,Dresses,Maxi,2024-07-10,2,33.8,89.37,111.14
3320,C159,P950,Beachwear,Swimsuits,2024-07-06,4,22.65,64.47,167.25
3321,C363,P488,Tops,Sweatshirts,2024-12-22,2,12.03,33.39,42.71
3322,C487,P279,Beachwear,Beach Accessories,2024-11-18,2,12.64,79.15,133.03
3323,C130,P544,Dresses,Casual,2024-10-02,4,15.36,85.81,281.78
3324,C248,P650,Bottoms,Trousers,2024-05-19,2,24.09,50.74,53.3
3325,C140,P593,Dresses,Casual,2024-12-15,4,36.66,70.84,136.73
3326,C389,P931,Outerwear,Blazers,2024-12-28,1,36.59,54.48,17.89
3327,C189,P355,Outerwear,Coats,2024-12-15,1,41.23,146.47,105.24
3328,C091,P319,Dresses,Casual,2024-01-02,5,28.55,55.39,134.19
3329,C056,P195,Lingerie,Panties,2024-10-14,3,17.55,53.08,106.59
3330,C226,P804,Tops,Sweatshirts,2024-01-25,3,6.83,38.34,94.53
3331,C334,P093,Bottoms,Skirts,2024-04-27,1,22.96,28.13,5.17
3332,C327,P433,Beachwear,Cover-Ups,2024-01-28,5,13.02,39.62,133.03
3333,C165,P558,Lingerie,Panties,2024-09-29,3,19.12,52.81,101.08
3334,C036,P027,Beachwear,Beach Accessories,2024-11-07,4,27.06,75.17,192.44
3335,C330,P415,Bottoms,Jeans,2024-02-23,4,10.12,67.82,230.82
3336,C029,P162,Dresses,Maxi,2024-06-23,2,24.05,70.61,93.11
3337,C080,P844,Dresses,Maxi,2024-07-26,3,32.88,46.27,40.18
3338,C422,P101,Bottoms,Trousers,2024-06-16,4,21.63,77.19,222.23
3339,C469,P699,Lingerie,Bras,2024-02-25,3,12.71,40.18,82.43
3340,C358,P950,Dresses,Maxi,2024-07-08,2,31.53,40.49,17.92
3341,C169,P473,Outerwear,Blazers,2024-11-29,1,51.34,52.16,0.82
3342,C033,P706,Bottoms,Jeans,2024-02-03,5,17.98,77.26,296.41
3343,C093,P158,Bottoms,Jeans,2024-02-06,2,16.54,67.79,102.49
3344,C112,P492,Outerwear,Jackets,2024-06-09,2,41.81,71.64,59.67
3345,C379,P969,Bottoms,Skirts,2024-12-27,2,18.04,32.8,29.52
3346,C209,P919,Outerwear,Jackets,2024-10-29,5,53.44,145.95,462.55
3347,C397,P009,Dresses,Evening,2024-11-03,4,33.81,46.86,52.17
3348,C390,P212,Lingerie,Panties,2024-06-13,3,14.24,43.1,86.58
3349,C194,P439,Dresses,Maxi,2024-09-26,1,24.8,72.76,47.96
3350,C264,P897,Tops,Blouses,2024-01-06,1,18.45,17.18,-1.27
3351,C247,P824,Outerwear,Blazers,2024-10-14,5,25.9,84.44,292.74
3352,C118,P679,Lingerie,Panties,2024-12-23,1,23.08,67.18,44.1
3353,C448,P855,Tops,T-shirts,2024-10-05,5,10.44,39.51,145.38
3354,C480,P786,Tops,Sweatshirts,2024-12-21,5,7.67,27.87,101.0
3355,C228,P810,Bottoms,Skirts,2024-11-24,3,12.57,68.55,167.91
3356,C009,P992,Tops,Sweatshirts,2024-02-25,3,9.87,44.3,103.3
3357,C407,P111,Outerwear,Jackets,2024-12-22,5,41.92,65.18,116.27
3358,C199,P841,Lingerie,Panties,2024-02-01,3,26.16,49.33,69.52
3359,C479,P203,Dresses,Evening,2024-08-31,4,20.48,55.67,140.76
3360,C277,P760,Tops,T-shirts,2024-03-05,2,8.79,32.74,47.9
3361,C129,P065,Lingerie,Panties,2024-01-07,1,17.57,43.45,25.88
3362,C302,P715,Tops,Blouses,2024-07-10,1,8.19,32.63,24.44
3363,C062,P161,Bottoms,Trousers,2024-05-13,1,15.98,53.71,37.73
3364,C002,P414,Dresses,Evening,2024-08-09,1,39.63,34.85,-4.78
3365,C360,P645,Outerwear,Jackets,2024-09-18,4,42.32,67.77,101.79
3366,C331,P690,Tops,Blouses,2024-01-21,4,16.97,34.82,71.37
3367,C357,P705,Lingerie,Sleepwear,2024-02-25,2,12.24,66.8,109.13
3368,C466,P266,Tops,Blouses,2024-09-09,5,13.28,41.13,139.24
3369,C172,P572,Tops,Sweatshirts,2024-06-04,3,13.15,23.35,30.62
3370,C245,P205,Outerwear,Coats,2024-11-25,2,52.51,86.17,67.33
3371,C088,P667,Dresses,Maxi,2024-10-22,1,12.6,53.48,40.87
3372,C500,P584,Tops,Sweatshirts,2024-12-18,3,18.05,41.93,71.66
3373,C384,P156,Tops,Blouses,2024-11-09,2,7.11,49.03,83.83
3374,C083,P173,Tops,T-shirts,2024-07-14,1,18.83,27.44,8.61
3375,C005,P308,Lingerie,Bras,2024-11-01,2,10.86,20.74,19.76
3376,C349,P450,Outerwear,Coats,2024-05-05,1,41.29,143.69,102.4
3377,C039,P062,Dresses,Evening,2024-05-19,1,14.78,82.73,67.94
3378,C384,P373,Outerwear,Coats,2024-12-06,4,37.89,133.44,382.19
3379,C322,P460,Bottoms,Skirts,2024-07-21,1,16.58,36.48,19.89
3380,C465,P475,Lingerie,Panties,2024-12-08,2,16.4,52.28,71.76
3381,C301,P381,Tops,T-shirts,2024-12-15,3,13.63,23.14,28.54
3382,C075,P717,Bottoms,Trousers,2024-12-19,4,20.11,25.64,22.13
3383,C101,P572,Bottoms,Trousers,2024-12-24,3,10.51,33.64,69.39
3384,C141,P086,Bottoms,Jeans,2024-07-14,5,29.0,75.75,233.79
3385,C093,P936,Tops,T-shirts,2024-05-25,3,7.33,22.54,45.62
3386,C119,P143,Tops,Sweatshirts,2024-09-21,5,19.73,35.48,78.76
3387,C288,P863,Lingerie,Bras,2024-06-16,5,25.03,68.4,216.87
3388,C109,P007,Bottoms,Skirts,2024-09-29,4,22.35,29.16,27.25
3389,C488,P295,Beachwear,Swimsuits,2024-11-16,3,15.39,69.44,162.13
3390,C043,P691,Tops,T-shirts,2024-11-08,1,7.21,35.91,28.71
3391,C136,P739,Outerwear,Jackets,2024-06-18,4,46.87,82.34,141.87
3392,C330,P519,Lingerie,Bras,2024-03-17,4,12.03,38.21,104.73
3393,C217,P652,Outerwear,Blazers,2024-07-14,1,49.33,52.72,3.39
3394,C443,P526,Lingerie,Sleepwear,2024-03-06,3,24.65,32.79,24.42
3395,C395,P034,Outerwear,Blazers,2024-12-22,4,59.56,92.34,131.13
3396,C156,P890,Tops,Sweatshirts,2024-06-06,5,13.06,40.09,135.16
3397,C481,P935,Bottoms,Skirts,2024-03-10,1,31.44,40.11,8.67
3398,C039,P752,Tops,Blouses,2024-01-13,2,8.09,35.31,54.44
3399,C282,P329,Bottoms,Trousers,2024-10-19,4,28.4,65.24,147.38
3400,C328,P832,Tops,Sweatshirts,2024-10-15,5,11.04,39.45,142.06
3401,C358,P609,Lingerie,Sleepwear,2024-06-02,3,15.3,49.51,102.65
3402,C026,P780,Outerwear,Jackets,2024-02-03,3,30.75,108.02,231.82
3403,C032,P638,Tops,Blouses,2024-07-05,1,8.43,40.24,31.81
3404,C046,P034,Tops,Blouses,2024-05-20,5,12.19,26.74,72.76
3405,C156,P795,Beachwear,Swimsuits,2024-11-02,1,31.72,49.76,18.04
3406,C244,P406,Dresses,Casual,2024-10-01,4,21.24,97.63,305.58
3407,C391,P018,Dresses,Casual,2024-06-15,1,24.91,76.8,51.89
3408,C035,P430,Dresses,Evening,2024-04-08,2,18.4,66.39,95.99
3409,C450,P428,Beachwear,Swimsuits,2024-12-30,1,17.42,56.81,39.39
3410,C278,P914,Beachwear,Swimsuits,2024-07-25,1,11.21,30.74,19.53
3411,C242,P293,Outerwear,Jackets,2024-11-08,4,58.24,109.2,203.83
3412,C406,P903,Lingerie,Sleepwear,2024-03-04,5,18.2,61.82,218.14
3413,C378,P580,Tops,T-shirts,2024-08-08,2,16.26,33.33,34.13
3414,C259,P749,Beachwear,Beach Accessories,2024-01-14,1,21.29,34.73,13.44
3415,C046,P080,Dresses,Evening,2024-08-17,4,33.57,61.37,111.24
3416,C434,P086,Dresses,Evening,2024-12-28,4,26.95,49.46,90.03
3417,C237,P572,Dresses,Evening,2024-06-23,4,31.64,55.18,94.15
3418,C008,P048,Outerwear,Blazers,2024-01-20,5,47.39,72.5,125.54
3419,C260,P691,Lingerie,Bras,2024-01-14,1,18.67,36.7,18.02
3420,C271,P868,Tops,Blouses,2024-06-24,3,9.23,43.76,103.59
3421,C044,P084,Beachwear,Swimsuits,2024-03-14,2,14.66,66.67,104.03
3422,C238,P607,Bottoms,Trousers,2024-01-13,3,29.23,51.98,68.23
3423,C500,P308,Dresses,Evening,2024-11-29,5,15.38,84.78,346.98
3424,C167,P252,Bottoms,Jeans,2024-07-27,1,22.3,78.66,56.35
3425,C376,P481,Bottoms,Jeans,2024-05-11,3,21.06,47.34,78.85
3426,C076,P845,Outerwear,Coats,2024-12-22,3,51.94,148.0,288.19
3427,C157,P180,Outerwear,Jackets,2024-02-24,3,25.42,74.59,147.52
3428,C201,P596,Bottoms,Trousers,2024-12-28,2,25.12,77.5,104.76
3429,C234,P310,Tops,Blouses,2024-05-22,1,14.48,45.26,30.77
3430,C232,P937,Outerwear,Coats,2024-12-22,4,48.05,69.91,87.46
3431,C446,P426,Beachwear,Cover-Ups,2024-09-29,1,23.67,44.24,20.57
3432,C212,P486,Dresses,Evening,2024-12-15,3,27.75,79.55,155.41
3433,C418,P662,Lingerie,Sleepwear,2024-12-29,1,26.53,29.58,3.06
3434,C154,P039,Bottoms,Trousers,2024-05-11,4,17.67,57.49,159.27
